Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Sleep_Hours_per_Night_Entier,Country
S1176,John,Williams,student176@university.com,Male,18,CS,76.33288,6.825088339,71.47,77.26,F,19.315,Yes,Yes,None,High,8,6.8,7,Canada
S1177,John,Jones,student177@university.com,Female,19,Engineering,83.12508,7.913207547,75.28,83.88,A,20.97,Yes,Yes,,High,9,4.1,4,Canada
S1178,Ali,Smith,student178@university.com,Female,24,Business,51.25354,5.178338762,54.57,63.59,B,15.8975,No,Yes,Master's,Low,5,7.4,7,Japan
S1179,John,Johnson,student179@university.com,Female,24,Engineering,88.58746,9.278719397,97.44,98.54,F,24.635,Yes,Yes,,High,5,4.3,4,Japan
S1180,Ahmed,Johnson,student180@university.com,Male,18,Business,56.93886,6.065714286,62.73,63.69,A,15.9225,No,Yes,PhD,Low,3,8.7,9,Japan
S1181,Omar,Jones,student181@university.com,Female,24,Engineering,86.53729,7.598228663,88.65,94.37,A,23.5925,Yes,Yes,None,High,6,6.4,6,France
S1182,Emma,Smith,student182@university.com,Female,20,CS,84.43764,8.309482759,94.81,96.39,A,24.0975,Yes,Yes,PhD,High,7,8.8,9,Australia
S1183,John,Brown,student183@university.com,Male,24,Engineering,84.08844,6.917135961,76.47,85.98,C,21.495,Yes,Yes,Bachelor's,High,3,4.1,4,US
S1184,Ali,Williams,student184@university.com,Male,22,Engineering,76.81184,7.449013158,83.51,90.58,D,22.645,Yes,Yes,Master's,High,2,6.7,7,Canada
S1185,Ahmed,Smith,student185@university.com,Female,18,CS,60.35292,5.955065359,65.32,72.89,A,18.2225,No,Yes,,Low,2,5.1,5,Australia
S1186,Sara,Johnson,student186@university.com,Female,24,CS,93.38854,7.906095552,90.22,95.98,A,23.995,Yes,Yes,None,High,9,7.2,7,US
S1187,Omar,Jones,student187@university.com,Male,18,Engineering,71.53373,6.812353401,78.01,87.13,F,21.7825,Yes,Yes,None,High,6,6.5,7,US
S1188,Omar,Jones,student188@university.com,Male,19,CS,62.95666,6.366602687,65.91,66.34,A,16.585,No,Yes,Master's,Low,2,6.8,7,Australia
S1189,Emma,Williams,student189@university.com,Female,20,CS,43.10775,4.287489644,49.72,51.75,A,12.9375,No,No,High School,Low,5,5.8,6,Australia
S1190,Omar,Jones,student190@university.com,Female,18,Engineering,64.94472,6.133757962,74.85,77.04,F,19.26,Yes,Yes,Master's,High,7,4.3,4,Canada
S1191,John,Jones,student191@university.com,Male,22,CS,75.55663,7.759696459,89.65,92.03,F,23.0075,Yes,Yes,,High,1,4.5,5,Japan
S1192,Ali,Smith,student192@university.com,Female,24,Mathematics,75.16824,7.688429752,92.49,93.03,B,23.2575,Yes,Yes,,High,8,8.3,8,US
S1193,Omar,Brown,student193@university.com,Male,22,CS,79.28064,8.077464789,85.8,91.76,F,22.94,Yes,Yes,,High,6,7.5,8,Japan
S1194,Omar,Williams,student194@university.com,Female,24,Business,59.95038,5.531876138,58.34,60.74,A,15.185,No,Yes,Master's,Low,1,7.8,8,Canada
S1195,Sara,Smith,student195@university.com,Male,18,Engineering,58.26027,5.755447942,69.41,71.31,C,17.8275,No,Yes,PhD,Low,8,4.6,5,Japan
S1196,Sara,Brown,student196@university.com,Male,23,Business,69.87754,6.393819334,72,80.69,C,20.1725,Yes,Yes,None,High,5,4.2,4,Canada
S1197,Maria,Smith,student197@university.com,Female,24,CS,67.37104,6.873866447,78.21,83.38,D,20.845,Yes,Yes,Master's,High,7,4.1,4,France
S1198,Ahmed,Davis,student198@university.com,Female,23,Mathematics,56.65377,5.659881255,60.59,66.73,D,16.6825,No,Yes,High School,Low,10,6.6,7,Japan
S1199,John,Smith,student199@university.com,Male,20,Engineering,83.10666,6.959703947,76.97,84.63,A,21.1575,Yes,Yes,Bachelor's,High,4,6.5,7,Japan
S1200,Omar,Jones,student200@university.com,Female,22,Business,71.74508,6.689655172,77.96,79.54,C,19.885,Yes,Yes,PhD,High,2,4.6,5,US
S1201,Liam,Brown,student201@university.com,Female,23,CS,70.97604,7.057657658,69.75,78.34,C,19.585,Yes,Yes,PhD,High,8,5.7,6,Canada
S1202,Omar,Williams,student202@university.com,Female,22,CS,75.1676,6.821164889,82.19,83.15,B,20.7875,Yes,Yes,Master's,High,4,6.7,7,France
S1203,Ali,Williams,student203@university.com,Male,24,Engineering,78.48643,7.274954628,76.27,80.17,A,20.0425,Yes,Yes,Bachelor's,High,8,7.4,7,Japan
S1204,Maria,Brown,student204@university.com,Female,24,CS,56.23976,5.255855856,48.7,58.34,C,14.585,No,Yes,Bachelor's,Low,9,8,8,Japan
S1205,Ahmed,Jones,student205@university.com,Female,20,Engineering,84.72288,7.594813614,91.37,93.72,C,23.43,Yes,Yes,None,High,4,7.2,7,Australia
S1206,Liam,Johnson,student206@university.com,Male,24,CS,50.30633,5.538392857,55.79,62.03,D,15.5075,No,Yes,Master's,Low,8,4.2,4,France
S1207,Maria,Smith,student207@university.com,Female,20,Engineering,77.88746,7.907524932,84.93,87.22,B,21.805,Yes,Yes,PhD,High,4,6.9,7,Australia
S1208,Emma,Jones,student208@university.com,Female,23,Mathematics,50.34992,4.698083067,53.64,58.82,B,14.705,No,Yes,,Low,8,4.4,4,Australia
S1209,Ahmed,Davis,student209@university.com,Male,24,Engineering,76.82125,7.57064722,79.19,83.05,D,20.7625,Yes,Yes,PhD,High,1,6.8,7,US
S1210,Omar,Brown,student210@university.com,Male,18,Business,87.6715,8.409937888,87.23,94.78,C,23.695,Yes,Yes,None,High,2,5.9,6,France
S1211,Omar,Smith,student211@university.com,Female,21,Engineering,43.06797,4.89244186,47.98,50.49,F,12.6225,No,No,Master's,Low,10,5.4,5,US
S1212,Ahmed,Williams,student212@university.com,Female,19,Engineering,83.6381,7.962992759,90.8,98.98,B,24.745,Yes,Yes,None,High,3,6.4,6,Australia
S1213,Omar,Johnson,student213@university.com,Male,21,Mathematics,42.2136,4.366412214,47.7,51.48,A,12.87,No,No,None,Low,2,5.9,6,US
S1214,John,Davis,student214@university.com,Male,21,Business,43.33849,4.761770245,46.12,50.57,A,12.6425,No,No,,Low,10,8.2,8,Australia
S1215,Ahmed,Williams,student215@university.com,Female,22,Business,92.4156,8.397830018,83.71,92.88,B,23.22,Yes,Yes,Bachelor's,High,8,5.1,5,US
S1216,Maria,Brown,student216@university.com,Female,20,CS,78.1776,7.918443003,78.66,85.44,D,21.36,Yes,Yes,PhD,High,10,4.7,5,Australia
S1217,Ahmed,Smith,student217@university.com,Female,22,Engineering,44.232,5.105263158,46.92,55.29,B,13.8225,No,Yes,,Low,9,8.2,8,US
S1218,Liam,Brown,student218@university.com,Male,23,CS,86.50491,7.474537037,95.28,96.87,C,24.2175,Yes,Yes,Master's,High,9,5.2,5,Japan
S1219,Omar,Smith,student219@university.com,Female,19,Engineering,74.7384,6.858080394,74.72,83.6,A,20.9,Yes,Yes,Master's,High,1,4.2,4,Japan
S1220,John,Jones,student220@university.com,Male,23,Engineering,52.05035,4.629166667,52.98,55.55,F,13.8875,No,Yes,None,Low,9,5.9,6,Australia
S1221,John,Johnson,student221@university.com,Male,18,Business,77.77308,8.388638413,92.8,93.03,A,23.2575,Yes,Yes,PhD,High,8,8.1,8,US
S1222,Emma,Jones,student222@university.com,Male,19,Business,59.3881,7.099712368,70.87,74.05,A,18.5125,No,Yes,,Low,8,6.2,6,France
S1223,Maria,Jones,student223@university.com,Female,22,Engineering,55.79343,5.044198895,61.62,63.91,B,15.9775,No,Yes,None,Low,3,6.4,6,Australia
S1224,Sara,Brown,student224@university.com,Female,24,CS,76.37625,7.156862745,90.09,91.25,A,22.8125,Yes,Yes,PhD,High,8,4.2,4,Japan
S1225,Sara,Johnson,student225@university.com,Female,24,Business,72.31744,7.830630631,78.68,86.92,B,21.73,Yes,Yes,Master's,High,2,7.6,8,Canada
S1226,Ahmed,Smith,student226@university.com,Male,22,CS,80.6631,7.833011583,75.19,81.15,B,20.2875,Yes,Yes,,High,2,5.7,6,US
S1227,Emma,Smith,student227@university.com,Female,23,Engineering,92.84154,7.717886179,93.81,94.93,B,23.7325,Yes,Yes,None,High,4,7.6,8,US
S1228,Ali,Davis,student228@university.com,Male,22,CS,75.8439,7.208365608,92.46,93.06,D,23.265,Yes,Yes,Master's,High,7,6.1,6,US
S1229,Ahmed,Williams,student229@university.com,Male,22,CS,52.56838,6.079286422,54.12,61.34,B,15.335,No,Yes,High School,Low,4,6.6,7,US
S1230,Emma,Davis,student230@university.com,Male,21,Mathematics,78.80727,7.41943128,91.67,93.93,D,23.4825,Yes,Yes,None,High,2,6.9,7,Canada
S1231,Maria,Davis,student231@university.com,Male,18,CS,59.1507,5.792580101,66.82,68.7,B,17.175,No,Yes,Master's,Low,5,5,5,Australia
S1232,Maria,Smith,student232@university.com,Male,24,Engineering,70.58774,6.000838223,66.66,71.59,C,17.8975,No,Yes,,Low,8,5.5,6,Japan
S1233,Maria,Brown,student233@university.com,Male,21,CS,82.15046,7.747054203,94.48,98.62,A,24.655,Yes,Yes,Bachelor's,High,7,6.9,7,France
S1234,Maria,Jones,student234@university.com,Female,22,Mathematics,77.16723,7.38790932,79.47,87.99,D,21.9975,Yes,Yes,High School,High,7,8.1,8,Australia
S1235,Maria,Jones,student235@university.com,Male,20,Business,59.00051,6.13463324,59.97,66.07,D,16.5175,No,Yes,,Low,9,8.8,9,Japan
S1236,Emma,Jones,student236@university.com,Female,21,CS,67.4856,6.988973707,78.62,82.4,D,20.6,Yes,Yes,PhD,High,5,6.6,7,Japan
S1237,Emma,Johnson,student237@university.com,Male,22,CS,63.73116,6.074980268,72.17,76.97,B,19.2425,Yes,Yes,None,High,4,4.4,4,Canada
S1238,John,Smith,student238@university.com,Female,24,Engineering,52.75935,4.45215311,49.69,55.83,B,13.9575,No,Yes,,Low,10,8.8,9,Australia
S1239,Liam,Brown,student239@university.com,Female,22,CS,93.91805,8.172294372,92.37,94.39,F,23.5975,Yes,Yes,Bachelor's,High,9,6.1,6,Canada
S1240,Sara,Johnson,student240@university.com,Female,18,Engineering,81.88991,7.584512906,86.52,91.09,F,22.7725,Yes,Yes,,High,1,4.5,5,Japan
S1241,Omar,Williams,student241@university.com,Female,23,CS,74.93427,7.520304569,86.31,88.89,D,22.2225,Yes,Yes,None,High,6,8.9,9,Canada
S1242,Maria,Brown,student242@university.com,Male,19,CS,75.85508,7.004492363,72.83,77.96,D,19.49,Yes,Yes,PhD,High,3,5.4,5,Canada
S1243,Ali,Davis,student243@university.com,Male,21,Engineering,50.60216,5.078202995,57.18,61.04,F,15.26,No,Yes,High School,Low,6,7.3,7,Canada
S1244,Omar,Brown,student244@university.com,Male,21,CS,89.4805,8.379893238,90.52,94.19,B,23.5475,Yes,Yes,High School,High,7,4.7,5,Japan
S1245,Emma,Brown,student245@university.com,Male,21,Business,61.62915,5.420673077,59.91,67.65,B,16.9125,No,Yes,Bachelor's,Low,1,7.6,8,US
S1246,Ali,Jones,student246@university.com,Female,22,CS,47.28627,3.982045277,43.01,51.01,C,12.7525,No,No,None,Low,6,8.9,9,Canada
S1247,Ali,Brown,student247@university.com,Female,18,CS,87.00102,9.32173095,92.73,99.09,B,24.7725,Yes,Yes,High School,High,8,8.9,9,US
S1248,Ali,Davis,student248@university.com,Female,22,Mathematics,85.05684,8.608695652,86.05,93.06,B,23.265,Yes,Yes,Bachelor's,High,5,4.6,5,Canada
S1249,John,Davis,student249@university.com,Male,22,Engineering,75.12638,6.834877843,79.64,81.13,B,20.2825,Yes,Yes,PhD,High,5,7.8,8,Japan
S1250,Emma,Smith,student250@university.com,Female,23,Business,43.5332,4.479646018,49.91,50.62,A,12.655,No,No,,Low,7,7.3,7,Canada
S1251,Ali,Brown,student251@university.com,Male,20,CS,52.7954,5.031967213,60.18,61.39,D,15.3475,No,Yes,Bachelor's,Low,8,8,8,France
S1252,Maria,Jones,student252@university.com,Female,18,Engineering,63.888,7.138643068,70.52,72.6,C,18.15,No,Yes,Bachelor's,Low,7,5.7,6,France
S1253,Ahmed,Brown,student253@university.com,Female,21,Business,80.9116,6.666666667,80.55,81.4,C,20.35,Yes,Yes,None,High,3,6,6,France
S1254,Ali,Williams,student254@university.com,Female,19,CS,76.78359,8.36532811,78.36,85.41,C,21.3525,Yes,Yes,Bachelor's,High,6,5.7,6,Australia
S1255,John,Williams,student255@university.com,Female,21,Business,73.94207,8.870039683,85.16,89.41,C,22.3525,Yes,Yes,PhD,High,9,7.8,8,Japan
S1256,Omar,Jones,student256@university.com,Female,22,Engineering,63.70182,6.963294539,70.37,77.78,A,19.445,Yes,Yes,High School,High,2,8,8,France
S1257,Emma,Smith,student257@university.com,Male,18,CS,66.99329,6.988185654,78.39,82.81,A,20.7025,Yes,Yes,,High,9,5.2,5,Japan
S1258,Liam,Smith,student258@university.com,Female,24,Engineering,74.07808,6.982266769,90.45,90.56,D,22.64,Yes,Yes,,High,3,6.9,7,France
S1259,John,Davis,student259@university.com,Male,18,Engineering,79.36877,6.754909662,78.34,85.99,C,21.4975,Yes,Yes,Master's,High,3,4.6,5,US
S1260,Ali,Davis,student260@university.com,Male,18,CS,87.28182,9.416184971,96.32,97.74,A,24.435,Yes,Yes,Bachelor's,High,10,4.1,4,Canada
S1261,Emma,Johnson,student261@university.com,Male,20,Engineering,88.48112,7.75910596,90.08,93.73,F,23.4325,Yes,Yes,None,High,2,7.1,7,Canada
S1262,Ahmed,Jones,student262@university.com,Male,21,CS,49.64103,5.783382789,58.2,58.47,A,14.6175,No,Yes,PhD,Low,3,8.2,8,Canada
S1263,Ali,Brown,student263@university.com,Male,20,Engineering,84.41979,8.372312984,88.28,97.37,C,24.3425,Yes,Yes,Master's,High,7,8.5,9,Australia
S1264,John,Jones,student264@university.com,Male,24,Business,51.1785,4.801435407,58.23,60.21,B,15.0525,No,Yes,,Low,3,7.1,7,France
S1265,Sara,Johnson,student265@university.com,Male,24,Engineering,82.53524,9.050909091,92.14,99.56,F,24.89,Yes,Yes,PhD,High,1,8,8,US
S1266,Maria,Davis,student266@university.com,Male,23,Mathematics,75.7123,7.203217612,78.25,85.07,D,21.2675,Yes,Yes,PhD,High,4,6,6,Japan
S1267,Liam,Jones,student267@university.com,Female,19,CS,71.37026,7.677358491,75.48,81.38,F,20.345,Yes,Yes,,High,7,8.4,8,Australia
S1268,Omar,Jones,student268@university.com,Female,23,Engineering,58.67092,6.524137931,59.8,66.22,B,16.555,No,Yes,,Low,6,7.9,8,Canada
S1269,John,Davis,student269@university.com,Male,22,Business,50.08744,4.733500418,52.88,56.66,B,14.165,No,Yes,None,Low,10,5.5,6,Canada
S1270,Emma,Johnson,student270@university.com,Male,20,Engineering,54.00129,4.696413678,50.58,56.31,C,14.0775,No,Yes,PhD,Low,3,7,7,France
S1271,Liam,Davis,student271@university.com,Male,20,Engineering,81.01044,7.902624894,85.02,93.33,B,23.3325,Yes,Yes,None,High,1,4.3,4,US
S1272,Liam,Smith,student272@university.com,Female,23,CS,67.82414,6.762983947,65.67,71.62,F,17.905,No,Yes,PhD,Low,8,4.7,5,France
S1273,Liam,Brown,student273@university.com,Female,22,CS,62.62597,7.261638734,72.67,77.99,F,19.4975,Yes,Yes,Bachelor's,High,2,8.7,9,Japan
S1274,Ali,Davis,student274@university.com,Male,18,CS,84.32307,8.178662151,90.78,96.59,B,24.1475,Yes,Yes,PhD,High,5,4,4,Japan
S1275,Maria,Johnson,student275@university.com,Male,22,Mathematics,60.38474,6.245771144,54.14,62.77,B,15.6925,No,Yes,None,Low,3,5,5,Australia
S1276,Ali,Williams,student276@university.com,Female,21,CS,86.7888,7.205882353,83.17,88.2,F,22.05,Yes,Yes,,High,4,4.7,5,France
S1277,Emma,Smith,student277@university.com,Female,23,Business,72.12312,6.629395852,66.71,73.52,B,18.38,No,Yes,Master's,Low,3,7.5,8,Japan
S1278,Ali,Williams,student278@university.com,Male,22,Engineering,55.97072,4.682625483,55.71,60.64,C,15.16,No,Yes,High School,Low,3,4.5,5,Japan
S1279,Sara,Davis,student279@university.com,Male,18,CS,74.12,7.132409546,91.52,92.65,D,23.1625,Yes,Yes,,High,3,4.1,4,Canada
S1280,Maria,Smith,student280@university.com,Male,22,Engineering,80.64,8.219178082,75.7,84,F,21,Yes,Yes,,High,10,8.7,9,France
S1281,Maria,Brown,student281@university.com,Male,20,Business,51.08175,5.325875486,48.63,54.75,D,13.6875,No,No,Bachelor's,Low,8,8.4,8,Japan
S1282,Emma,Davis,student282@university.com,Female,19,Business,66.91412,7.62512364,77.01,77.09,D,19.2725,Yes,Yes,High School,High,1,5.8,6,Japan
S1283,Omar,Brown,student283@university.com,Female,20,CS,90.92338,9.131163708,86.5,92.59,F,23.1475,Yes,Yes,,High,2,4.5,5,Japan
S1284,Sara,Jones,student284@university.com,Male,24,CS,44.4939,4.200787402,48.08,53.35,C,13.3375,No,No,Master's,Low,2,7.4,7,US
S1285,John,Williams,student285@university.com,Male,19,CS,66.84464,6.184279476,65.52,70.81,F,17.7025,No,Yes,Bachelor's,Low,9,8.4,8,Canada
S1286,Ali,Smith,student286@university.com,Male,24,CS,88.81584,8.160940325,87.8,90.26,A,22.565,Yes,Yes,Master's,High,7,8.9,9,Japan
S1287,Ahmed,Brown,student287@university.com,Female,22,Engineering,88.274,7.380460683,87.88,92.92,B,23.23,Yes,Yes,,High,10,4.7,5,Canada
S1288,Ali,Johnson,student288@university.com,Male,21,Business,71.45985,7.366804979,88.15,88.77,A,22.1925,Yes,Yes,PhD,High,7,7,7,Canada
S1289,Liam,Brown,student289@university.com,Male,22,CS,61.04615,5.747359155,59.69,65.29,F,16.3225,No,Yes,Bachelor's,Low,8,6.2,6,Canada
S1290,Ali,Johnson,student290@university.com,Male,18,Business,62.31445,6.071716358,71.58,75.35,B,18.8375,Yes,Yes,High School,High,2,4.8,5,Australia
S1291,John,Davis,student291@university.com,Female,22,Engineering,74.08806,7.441025641,80.42,87.06,B,21.765,Yes,Yes,High School,High,10,8,8,Japan
S1292,Ali,Smith,student292@university.com,Male,19,CS,49.5618,5.055263158,54.96,57.63,A,14.4075,No,Yes,High School,Low,1,7.9,8,Japan
S1293,Sara,Brown,student293@university.com,Female,20,CS,78.9525,7.69045323,72.34,79.75,B,19.9375,Yes,Yes,,High,6,8.8,9,France
S1294,Sara,Brown,student294@university.com,Male,21,Business,84.04154,7.987000929,76.54,86.02,F,21.505,Yes,Yes,Master's,High,3,4.4,4,Japan
S1295,Maria,Smith,student295@university.com,Male,24,Business,91.205,7.232212666,84.6,92.5,D,23.125,Yes,Yes,PhD,High,2,5.2,5,Japan
S1296,Emma,Brown,student296@university.com,Male,22,Engineering,45.24212,4.600993377,47.47,55.58,C,13.895,No,Yes,Master's,Low,3,8.1,8,Canada
S1297,Omar,Johnson,student297@university.com,Female,22,CS,58.10352,6.367816092,58.36,66.48,A,16.62,No,Yes,PhD,Low,4,6,6,Japan
S1298,Ahmed,Brown,student298@university.com,Male,20,CS,70.99068,7.579154376,67.26,77.08,A,19.27,Yes,Yes,Bachelor's,High,5,6.4,6,Japan
S1299,Liam,Williams,student299@university.com,Male,21,CS,83.94435,7.948598131,79.81,85.05,A,21.2625,Yes,Yes,None,High,10,7.1,7,Japan
S1300,Ali,Davis,student300@university.com,Female,23,Engineering,79.926,7.554585153,76.79,86.5,B,21.625,Yes,Yes,High School,High,10,6,6,US
S1301,Ali,Jones,student301@university.com,Female,24,Business,62.22138,4.868686869,59.46,62.66,C,15.665,No,Yes,High School,Low,4,4.2,4,Australia
S1302,John,Johnson,student302@university.com,Female,22,CS,45.46893,4.620783956,46.84,50.69,C,12.6725,No,No,PhD,Low,8,7,7,France
S1303,Emma,Williams,student303@university.com,Male,22,Business,76.89852,7.110831234,82.14,84.69,B,21.1725,Yes,Yes,Master's,High,6,5.1,5,Japan
S1304,Sara,Davis,student304@university.com,Female,23,Engineering,83.14566,8.822550832,90.61,95.46,D,23.865,Yes,Yes,Bachelor's,High,7,8.8,9,Australia
S1305,Ahmed,Smith,student305@university.com,Male,24,Engineering,84.21756,7.196156926,80.5,89.88,A,22.47,Yes,Yes,PhD,High,4,7.5,8,France
S1306,Maria,Johnson,student306@university.com,Female,19,Mathematics,77.63184,6.951156812,75.24,81.12,B,20.28,Yes,Yes,High School,High,7,8.2,8,US
S1307,Sara,Jones,student307@university.com,Female,19,CS,91.66176,7.653250774,93.63,98.88,D,24.72,Yes,Yes,PhD,High,5,8.8,9,Australia
S1308,Liam,Davis,student308@university.com,Female,18,Mathematics,65.5689,6.455855856,62.21,71.66,B,17.915,No,Yes,None,Low,2,4.3,4,France
S1309,Emma,Jones,student309@university.com,Male,20,CS,74.49625,7.542037587,72.54,76.25,C,19.0625,Yes,Yes,None,High,9,4.7,5,Japan
S1310,Liam,Smith,student310@university.com,Male,21,CS,43.72704,4.643119266,47.6,50.61,C,12.6525,No,No,None,Low,2,8,8,France
S1311,Omar,Smith,student311@university.com,Male,22,Business,96.4243,7.490377213,92.23,97.3,F,24.325,Yes,Yes,,High,2,8.4,8,Canada
S1312,Maria,Johnson,student312@university.com,Male,24,Mathematics,77.50743,7.106822262,69.54,79.17,F,19.7925,Yes,Yes,None,High,3,4,4,Australia
S1313,Omar,Brown,student313@university.com,Male,22,Engineering,66.54978,6.554194156,66.91,69.54,D,17.385,No,Yes,Bachelor's,Low,4,8.7,9,France
S1314,John,Smith,student314@university.com,Male,18,Engineering,42.56745,4.17172524,48.95,52.23,B,13.0575,No,No,PhD,Low,7,6.3,6,Canada
S1315,Liam,Davis,student315@university.com,Male,24,Business,58.5832,5.782682513,62.24,68.12,A,17.03,No,Yes,Bachelor's,Low,5,6.3,6,Japan
S1316,John,Brown,student316@university.com,Male,24,Business,40.54544,4.325862069,48.37,50.18,F,12.545,No,No,High School,Low,7,8.4,8,Australia
S1317,Ali,Williams,student317@university.com,Male,22,CS,63.2401,5.564705882,58.41,66.22,B,16.555,No,Yes,Master's,Low,1,5.4,5,Japan
S1318,Omar,Jones,student318@university.com,Female,20,Business,82.83693,9.679563492,89.68,97.57,C,24.3925,Yes,Yes,None,High,4,6.9,7,Australia
S1319,Emma,Brown,student319@university.com,Female,18,Engineering,53.43946,5.41369606,51.22,57.71,B,14.4275,No,Yes,Master's,Low,2,5.7,6,Canada
S1320,Liam,Jones,student320@university.com,Male,20,Engineering,66.52947,7.296506138,69.69,77.27,D,19.3175,Yes,Yes,PhD,High,6,4.6,5,US
S1321,Ahmed,Brown,student321@university.com,Male,18,Engineering,53.75298,5.613055818,51.18,59.33,A,14.8325,No,Yes,Bachelor's,Low,2,5.8,6,France
S1322,Maria,Williams,student322@university.com,Male,22,Engineering,88.45664,6.928515929,81.84,89.17,A,22.2925,Yes,Yes,,High,4,4.9,5,France
S1323,Sara,Smith,student323@university.com,Male,18,Mathematics,68.27688,6.654173765,72.25,78.12,C,19.53,Yes,Yes,Master's,High,5,6.6,7,Japan
S1324,Emma,Williams,student324@university.com,Female,19,Engineering,52.11537,4.871150729,54.03,60.11,C,15.0275,No,Yes,PhD,Low,8,6.6,7,US
S1325,Emma,Smith,student325@university.com,Female,24,Mathematics,90.79063,7.814907873,86.79,93.31,C,23.3275,Yes,Yes,Master's,High,5,6.2,6,US
S1326,John,Smith,student326@university.com,Male,21,CS,78.4068,7.804024497,83.42,89.2,D,22.3,Yes,Yes,High School,High,2,4.9,5,Japan
S1327,Omar,Jones,student327@university.com,Female,22,Business,93.47206,9.07627907,89.95,97.57,C,24.3925,Yes,Yes,,High,10,4.6,5,Australia
S1328,Liam,Davis,student328@university.com,Female,23,Business,47.37841,4.221940928,42.03,50.03,D,12.5075,No,No,None,Low,8,4.5,5,Japan
S1329,Liam,Williams,student329@university.com,Male,21,Engineering,68.05124,5.613251156,66.97,72.86,A,18.215,No,Yes,Bachelor's,Low,8,4.6,5,Canada
S1330,Ali,Brown,student330@university.com,Male,22,Engineering,98.89011,9.318732526,97.47,99.99,B,24.9975,Yes,Yes,PhD,High,10,5.5,6,US
